1,216
0.0188392158201546,0.068511241220453,0.00337542086977976,0.0536681785928792,0.0642037862169594,0.0611196282014605,0.0625823727041016,0.0301761193503428,0.0517701993221583,0.0495631553507851,0.0524812796623302,0.0415533650090289,0.057544874832376,0.0202303598958771,0.0610762745529613,9.38811489282779e-06,0.000576128950991694,0.0521113572229824,0.000576066684144381,0.000755492056261286,0.000527393892080937,0.0612120138805657,0.0442539035302952,0.0223935135233692,0.0586755829986159,3.48533782846345e-05,0.0635956922022949,0.0530020915492847,0.00547395765183372,5.81974354630789e-05,0.000743052142987986,0.000345826734924631,0.0344731199240535,0.00862265286220328,0.000579289607813304,5.70941929820513e-05,0.0635525485895151,0.0184350417887572,0.0662175371418489,0.0590860575027908,0.00926347286109956,0.0312584796390341,0.0303607862578996,0.0109403161246314,0.0282258084388212,0.044047309396397,0.00805334080103978,0.0577087622735951,0.000284666288606819,0.0349431133710365,0.000197723456000166,0.000449537995126681,0.0231730696179631,0.048272386979506,0.0388765301460061,0.0614999580316398,0.0524197227875534,0.0585742140409752,0.0450760929678187,0.0604890598875046,0.0667855445183365,0.0583567741354849,0.0626627569605418,0.0390471995482326,0.0118200634877834,0.0504379756910628,0.000478324076250199,0.0246606249835011,0.0385021762331435,0.00968748524418075,0.000147800468931891,0.0361818309748242,0.0178504704365422,0.000690364262927514,0.0542541996716363,0.0465072566803282,0.0456926095443729,0.00030131944168278,0.0457522660464977,0.0675178280084614,0.0584467929260006,0.0247500248027897,0.0498736838578897,0.04546988733604,0.00237790044459688,0.0379061799764333,9.45856814540825e-05,0.000425140979631917,0.0367263780799849,0.0505307486593611,0.0186279683067708,0.0463896056247535,0.0389605807537288,0.0322009357248383,0.0491852201816858,0.0137673407099582,0.0666087411201693,0.0155020603011738,0.0678482348161811,0.0542921404757447,0.0153341696686272,0.0454959800024409,0.0427119196555064,0.0319606260632317,0.0609729436847829,0.041790735162631,0.000520655673631438,0.047990660505997,0.0246380959113236,0.000658833733833157,0.0314092881784282,0.0270385890772224,0.065728127927262,0.0534173371830674,0.0396228071711905,0.0491542621057614,0.0010653249883937,0.00201171703849442,0.00115115439059043,0.00181096706125092,0.0408956603972995,0.066009334014983,0.0028553597268651,0.0334281351173564,0.0649331100836614,0.05232585682267,0.068017716387785,0.0263669188524983,0.0424830504707886,0.046254688577626,0.00820079559230469,0.000728994071292963,0.0387032988326209,0.0516458112538282,0.0261607155674023,0.0451274110822656,0.0571354090128855,0.0377951789436097,0.0277211344350846,0.0429075420841247,0.0374263333034222,0.0684792201942187,0.0592612947774374,0.0638842614295887,0.0639662446045802,0.0498771088739898,0.0298237902055244,0.0298991363419518,0.0548587014460211,0.0405122793542377,0.00647421805546007,0.000794078659735785,0.0458505705380193,0.000849106994832468,0.0428324812664141,0.058248279254201,0.0296717671559629,0.000666135543707016,0.0598379789561885,0.000183824657035518,0.000164596014118377,0.00112131905082652,0.0027322495588239,0.0379282872448147,0.000130198706464312,0.00212635001994038,0.00189828332128005,0.00313399063455788,0.065574937787485,0.0662667105013988,0.0400193754320012,0.062558749207416,0.0658304966796116,0.0164910269487991,0.0515517576900659,0.029112032808241,0.05467559030092,0.0643477373044641,0.00338289564072456,0.0651034336848558,0.0158617628233616,0.00382032657812896,0.0634079244714854,0.0113358970411963,0.0634352892600215,0.0670214157683626,0.00748939189762736,0.0570476164796802,0.000766734410201109,0.0376872699357144,0.0492809358712256,0.0578028366849503,0.0668865927441448,0.0166636988759853,0.0625652593913016,0.0517294477380511,0.00270554370124269,0.000588202549496214,0.000981833105659342,0.0249000514636165,0.0635108909722533,0.0525950338636056,0.00963035479215424,0.00416596802493183,0.00437384973978203,0.00996425788349444,0.0441674533551945,0.0476551098110228,0.000452991086010289,0.0474608549396697,0.0532017749329292,0.0630199909361283,0.0650418442144991,0.0403970140829078,0.0443166633389565,0.0634875140855947
