1,128
0.718010937188184,0.718422657662205,0.757553855440871,0.782622763442083,0.785014550781176,0.795090031927561,0.798419173905556,0.799956771827443,0.804471301826559,0.813684027953433,0.814276618933933,0.816745227400429,0.81674705253104,0.819448697847831,0.819956925750518,0.8268445797286,0.827350550526864,0.830007474392723,0.83045197900351,0.835571756198117,0.837889314921267,0.839481788166605,0.840716075038073,0.843908270273685,0.848007174118186,0.848019056289102,0.85330096483228,0.854352758407653,0.855113145093261,0.855600501787355,0.856281479423573,0.858674686419029,0.858711261074868,0.864123290931996,0.865626192974607,0.866144867248505,0.866197167831974,0.867745851294312,0.869764016441856,0.873409882627667,0.874780971827613,0.876242246579206,0.876662085859977,0.878615787368982,0.879864280687892,0.881645216079275,0.881672840762767,0.881828252046974,0.883872039599318,0.886878852414841,0.89129679167049,0.891386169773302,0.894053561559108,0.899524907265647,0.901370494425421,0.902383341777583,0.902530291379553,0.903630541447181,0.90662765588334,0.907640119698307,0.90798705354118,0.910016789219487,0.912210719472694,0.913348067620364,0.913359952550137,0.914229054446143,0.941494737141484,1.01090691295562,1.03659096184936,1.07671894459886,1.20368100983205,1.22012211584479,1.22160715321523,1.25827825399205,1.28075727018435,1.68507260695174,1.70106371051088,1.72200105897045,1.75994670177432,1.81466588535571,2.16060898193188,2.3634218801514,2.37679895000133,2.8101136029213,2.86071688817702,2.93756884267823,4.06361558899187,4.30645976819491,5.38966011832404,5.71668406022406,6.09099912452312,6.27694217139692,6.4471192507472,6.5170784309343,6.74370262467759,6.90413225923689,7.44042342109223,7.50044035999849,8.01460168250031,8.50916699540129,8.56465629077974,8.83168957069614,8.94061714071818,9.38194088288943,9.85193400832223,10.3032568597095,10.5632255692018,10.8435270086126,11.1698692029842,11.3442613557203,11.6129773964405,11.8170144835393,12.2499414244294,12.347580928048,12.5517072437122,12.764327099675,13.3646700380598,14.7585144920369,14.7917097279907,15.2266179132185,15.5254820913945,15.6109362503431,16.4773121374731,17.8392296791824,19.4952738422176,19.9306328040757,20.3082191606028,25.0539413096484
